unread,CO2_unread,recipients,CO2_recipients,cc,CO2_cc,image,CO2_image,documents,CO2_document,words,CO2_words,links,CO2_links
0,0.03,1,26,0,0.03,0,0,0,0,4.04,2.02,1,0.2
0,0.03,1,26,0,0.03,0,0,0,0,3.828,1.914,1,0.2
0,0.03,1,26,0,0.03,0,0,0,0,245.312,122.656,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,18.224,9.112,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,19.544,9.772,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,18.032,9.016,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,18.696,9.348,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,18.488,9.244,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,18.056,9.028,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,55.992,27.996,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,112.476,56.238,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,18.152,9.076,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,114.552,57.276,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,62.868,31.434,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,18.412,9.206,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,88.048,44.024,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,3.48,1.74,0,0
0,0.03,0,0.3,1,0.3,0,0,3,150,3.404,1.702,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,35.008,17.504,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,46.308,23.154,1,0.2
0,0.03,0,0.3,1,0.3,0,0,1,50,29.32,14.66,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,144.88,72.44,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,14.068,7.034,0,0
0,0.03,0,0.3,1,0.3,0,0,0,0,5.76,2.88,1,0.2
0,0.03,1,26,0,0.03,0,0,0,0,36.056,18.028,0,0
0,0.03,0,0.3,0,0.03,0,0,0,0,77.372,38.686,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,35.008,17.504,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,35.008,17.504,1,0.2
0,0.03,0,0.3,1,0.3,0,0,0,0,37.784,18.892,1,0.2
0,0.03,1,26,5,,0,0,0,0,55.7,27.85,1,0.2
0,0.03,1,26,1,0.3,0,0,0,0,82.648,41.324,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,38.728,19.364,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,18.064,9.032,1,0.2
0,0.03,1,26,0,0.03,0,0,1,50,1.208,0.604,0,0
0,0.03,0,0.3,0,0.03,0,0,0,0,2.42,1.21,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,236.028,118.014,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,136.224,68.112,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,12.084,6.042,1,0.2
0,0.03,1,26,0,0.03,0,0,0,0,4.236,2.118,0,0
0,0.03,1,26,0,0.03,0,0,0,0,5.3,2.65,0,0
0,0.03,0,0.3,0,0.03,0,0,0,0,0.58,0.29,0,0
0,0.03,0,0.3,0,0.03,0,0,0,0,19.16,9.58,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,183.064,91.532,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,38.776,19.388,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,31.148,15.574,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,1.188,0.594,0,0
0,0.03,0,0.3,0,0.03,0,0,0,0,41.132,20.566,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,6.548,3.274,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,29.964,14.982,1,0.2
0,0.03,1,26,0,0.03,0,0,0,0,2.236,1.118,0,0
0,0.03,0,0.3,0,0.03,0,0,0,0,53.356,26.678,0,0
0,0.03,1,26,1,0.3,0,0,0,0,2.156,1.078,0,0
0,0.03,1,26,3,,0,0,0,0,5.48,2.74,0,0
0,0.03,0,0.3,0,0.03,0,0,0,0,0.92,0.46,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,3.704,1.852,1,0.2
0,0.03,1,26,3,,0,0,0,0,8.72,4.36,0,0
0,0.03,0,0.3,0,0.03,0,0,0,0,10.896,5.448,1,0.2
0,0.03,0,0.3,0,0.03,1,50,2,100,38.912,19.456,1,0.2
0,0.03,1,26,0,0.03,0,0,0,0,0.848,0.424,0,0
0,0.03,0,0.3,0,0.03,0,0,0,0,9.54,4.77,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,4.1,2.05,0,0
0,0.03,0,0.3,0,0.03,0,0,0,0,18.4,9.2,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,27.152,13.576,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,1.616,0.808,0,0
0,0.03,1,26,0,0.03,0,0,0,0,76.616,38.308,1,0.2
0,0.03,0,0.3,0,0.03,0,0,1,50,12.228,6.114,0,0
0,0.03,0,0.3,0,0.03,0,0,0,0,17.292,8.646,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,4.888,2.444,0,0
0,0.03,0,0.3,0,0.03,0,0,0,0,17.32,8.66,0,0
0,0.03,0,0.3,0,0.03,0,0,0,0,228.964,114.482,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,136.632,68.316,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,54.244,27.122,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,166.492,83.246,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,43.296,21.648,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,67.068,33.534,1,0.2
0,0.03,1,26,0,0.03,0,0,0,0,144.016,72.008,0,0
0,0.03,1,26,0,0.03,0,0,0,0,3.016,1.508,0,0
0,0.03,0,0.3,0,0.03,0,0,0,0,97.02,48.51,1,0.2
0,0.03,1,26,0,0.03,0,0,0,0,22.508,11.254,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,31.644,15.822,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,97.268,48.634,1,0.2
0,0.03,1,26,35,,0,0,0,0,39.76,19.88,0,0
0,0.03,0,0.3,0,0.03,0,0,0,0,17.392,8.696,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,96.888,48.444,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,33.12,16.56,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,9.824,4.912,1,0.2
0,0.03,0,0.3,1,0.3,0,0,0,0,78.144,39.072,1,0.2
0,0.03,1,26,0,0.03,0,0,0,0,17.052,8.526,0,0
0,0.03,0,0.3,1,0.3,0,0,0,0,51.08,25.54,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,100.624,50.312,1,0.2
0,0.03,0,0.3,1,0.3,0,0,0,0,163.084,81.542,0,0
0,0.03,1,26,0,0.03,0,0,0,0,1.368,0.684,0,0
0,0.03,0,0.3,1,0.3,0,0,0,0,104.72,52.36,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,14.28,7.14,1,0.2
0,0.03,0,0.3,2,0.6,0,0,0,0,81.96,40.98,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,0.576,0.288,1,0.2
0,0.03,1,26,0,0.03,0,0,0,0,24.128,12.064,0,0
0,0.03,0,0.3,1,0.3,0,0,0,0,20.992,10.496,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,5.556,2.778,1,0.2
0,0.03,1,26,0,0.03,0,0,1,50,25.744,12.872,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,2.992,1.496,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,41.232,20.616,1,0.2
0,0.03,0,0.3,1,0.3,0,0,0,0,140.884,70.442,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,18.484,9.242,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,33.12,16.56,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,33.12,16.56,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,37.152,18.576,1,0.2
0,0.03,0,0.3,1,0.3,0,0,0,0,6.584,3.292,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,27.112,13.556,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,51.94,25.97,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,34.048,17.024,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,4.996,2.498,0,0
0,0.03,0,0.3,0,0.03,0,0,0,0,17.968,8.984,0,0
0,0.03,0,0.3,0,0.03,0,0,0,0,70.132,35.066,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,1.992,0.996,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,6.616,3.308,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,68.752,34.376,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,44.412,22.206,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,18.548,9.274,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,18.46,9.23,1,0.2
0,0.03,0,0.3,1,0.3,0,0,0,0,174.568,87.284,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,10.984,5.492,0,0
0,0.03,0,0.3,0,0.03,0,0,0,0,47.4,23.7,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,91.604,45.802,1,0.2
0,0.03,0,0.3,4,,0,0,0,0,44.2,22.1,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,43.772,21.886,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,116.224,58.112,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,34.212,17.106,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,30.58,15.29,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,52.628,26.314,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,2.36,1.18,0,0
0,0.03,0,0.3,0,0.03,0,0,0,0,21.168,10.584,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,96.84,48.42,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,3.072,1.536,0,0
0,0.03,0,0.3,0,0.03,0,0,0,0,2.86,1.43,0,0
0,0.03,0,0.3,0,0.03,0,0,0,0,2.848,1.424,0,0
0,0.03,0,0.3,0,0.03,0,0,0,0,2.844,1.422,0,0
0,0.03,0,0.3,0,0.03,0,0,0,0,2.844,1.422,0,0
0,0.03,0,0.3,0,0.03,0,0,0,0,2.844,1.422,0,0
0,0.03,0,0.3,0,0.03,0,0,0,0,2.852,1.426,0,0
0,0.03,0,0.3,0,0.03,0,0,0,0,2.848,1.424,0,0
0,0.03,0,0.3,0,0.03,0,0,0,0,2.9,1.45,0,0
0,0.03,0,0.3,0,0.03,0,0,0,0,2.908,1.454,0,0
0,0.03,0,0.3,0,0.03,0,0,0,0,13.392,6.696,0,0
0,0.03,0,0.3,0,0.03,0,0,0,0,2.92,1.46,0,0
0,0.03,0,0.3,0,0.03,0,0,0,0,2.912,1.456,0,0
0,0.03,0,0.3,0,0.03,0,0,0,0,2.912,1.456,0,0
0,0.03,0,0.3,0,0.03,0,0,0,0,103.92,51.96,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,102.776,51.388,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,6.1,3.05,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,1.096,0.548,0,0
0,0.03,0,0.3,0,0.03,0,0,0,0,6.1,3.05,0,0
0,0.03,0,0.3,0,0.03,0,0,0,0,4.888,2.444,0,0
0,0.03,0,0.3,0,0.03,0,0,0,0,46.912,23.456,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,31.116,15.558,1,0.2
0,0.03,1,26,0,0.03,9,450,9,450,106.104,53.052,0,0
0,0.03,0,0.3,0,0.03,0,0,0,0,19.304,9.652,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,19.104,9.552,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,31.288,15.644,1,0.2
0,0.03,1,26,0,0.03,0,0,0,0,17.084,8.542,0,0
0,0.03,0,0.3,0,0.03,0,0,0,0,52.944,26.472,0,0
0,0.03,0,0.3,0,0.03,0,0,0,0,1.364,0.682,0,0
0,0.03,1,26,0,0.03,0,0,0,0,39.712,19.856,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,4.116,2.058,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,2.404,1.202,1,0.2
0,0.03,1,26,5,,0,0,2,100,65.768,32.884,1,0.2
0,0.03,1,26,0,0.03,0,0,3,150,13.952,6.976,0,0
0,0.03,1,26,0,0.03,0,0,0,0,31.576,15.788,0,0
0,0.03,0,0.3,0,0.03,0,0,0,0,104.044,52.022,1,0.2
0,0.03,0,0.3,1,0.3,0,0,0,0,81.528,40.764,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,8.792,4.396,0,0
0,0.03,0,0.3,0,0.03,0,0,0,0,77.292,38.646,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,22.548,11.274,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,84.872,42.436,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,43.284,21.642,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,19.248,9.624,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,64.464,32.232,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,4.316,2.158,0,0
0,0.03,0,0.3,0,0.03,0,0,0,0,8.832,4.416,0,0
0,0.03,0,0.3,0,0.03,0,0,0,0,8.324,4.162,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,25.732,12.866,1,0.2
0,0.03,0,0.3,1,0.3,0,0,0,0,14.928,7.464,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,20.692,10.346,1,0.2
0,0.03,0,0.3,1,0.3,0,0,0,0,17.028,8.514,1,0.2
0,0.03,0,0.3,1,0.3,0,0,0,0,12.008,6.004,1,0.2
0,0.03,0,0.3,1,0.3,0,0,0,0,9.828,4.914,1,0.2
0,0.03,1,26,0,0.03,0,0,0,0,4.332,2.166,1,0.2
0,0.03,1,26,0,0.03,0,0,0,0,4.628,2.314,1,0.2
0,0.03,1,26,0,0.03,0,0,0,0,4.012,2.006,1,0.2
0,0.03,1,26,0,0.03,0,0,0,0,4.284,2.142,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,2.636,1.318,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,18.78,9.39,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,2.408,1.204,0,0
0,0.03,0,0.3,0,0.03,0,0,0,0,31.304,15.652,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,87.2,43.6,1,0.2
0,0.03,1,26,0,0.03,0,0,0,0,13.408,6.704,0,0
0,0.03,0,0.3,0,0.03,0,0,0,0,23.984,11.992,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,15.864,7.932,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,23.344,11.672,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,71.644,35.822,1,0.2
0,0.03,0,0.3,2,0.6,0,0,0,0,170,85,0,0
0,0.03,0,0.3,0,0.03,0,0,0,0,31.46,15.73,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,69.348,34.674,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,16.184,8.092,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,13.46,6.73,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,2.4,1.2,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,145.12,72.56,1,0.2
0,0.03,1,26,0,0.03,0,0,0,0,19.356,9.678,1,0.2
0,0.03,0,0.3,2,0.6,1,50,1,50,63.436,31.718,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,22.408,11.204,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,4.24,2.12,0,0
0,0.03,0,0.3,0,0.03,0,0,0,0,80.016,40.008,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,86.924,43.462,1,0.2
0,0.03,1,26,0,0.03,0,0,1,50,4.384,2.192,0,0
0,0.03,0,0.3,0,0.03,0,0,0,0,26.536,13.268,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,22.76,11.38,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,94.56,47.28,1,0.2
0,0.03,1,26,0,0.03,0,0,0,0,48.156,24.078,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,6.656,3.328,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,18.456,9.228,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,27.648,13.824,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,18.16,9.08,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,8.556,4.278,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,13.608,6.804,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,34.668,17.334,1,0.2
0,0.03,0,0.3,0,0.03,0,0,1,50,86.416,43.208,1,0.2
0,0.03,1,26,15,,5,250,5,250,76.468,38.234,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,42.344,21.172,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,1.972,0.986,0,0
0,0.03,0,0.3,2,0.6,0,0,0,0,23.424,11.712,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,102.284,51.142,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,36.516,18.258,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,107.356,53.678,1,0.2
0,0.03,0,0.3,1,0.3,0,0,0,0,3.484,1.742,0,0
0,0.03,0,0.3,1,0.3,0,0,0,0,3.464,1.732,0,0
0,0.03,0,0.3,0,0.03,0,0,0,0,17.096,8.548,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,27.636,13.818,1,0.2
0,0.03,0,0.3,1,0.3,0,0,0,0,202.28,101.14,0,0
0,0.03,0,0.3,1,0.3,1,50,1,50,47.072,23.536,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,13.976,6.988,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,6.144,3.072,0,0
0,0.03,1,26,1,0.3,1,50,1,50,98.004,49.002,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,105.512,52.756,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,106.692,53.346,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,70.632,35.316,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,74.092,37.046,1,0.2
0,0.03,1,26,0,0.03,0,0,0,0,204.884,102.442,0,0
0,0.03,0,0.3,0,0.03,0,0,0,0,31.864,15.932,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,74.092,37.046,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,43.5,21.75,1,0.2
0,0.03,0,0.3,2,0.6,0,0,0,0,82.312,41.156,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,20.632,10.316,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,47.504,23.752,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,5.448,2.724,0,0
0,0.03,0,0.3,0,0.03,0,0,0,0,4.364,2.182,0,0
0,0.03,0,0.3,0,0.03,0,0,0,0,0.276,0.138,0,0
0,0.03,0,0.3,0,0.03,0,0,0,0,31.824,15.912,1,0.2
0,0.03,0,0.3,2,0.6,0,0,0,0,114.62,57.31,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,125.132,62.566,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,38.08,19.04,1,0.2
0,0.03,1,26,0,0.03,0,0,1,50,44.236,22.118,1,0.2
0,0.03,1,26,1,0.3,0,0,0,0,2.76,1.38,1,0.2
0,0.03,0,0.3,3,,0,0,0,0,12.312,6.156,1,0.2
0,0.03,0,0.3,2,0.6,0,0,0,0,23.028,11.514,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,19.632,9.816,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,25.516,12.758,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,16.648,8.324,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,34.28,17.14,1,0.2
0,0.03,0,0.3,2,0.6,0,0,0,0,116.744,58.372,1,0.2
0,0.03,0,0.3,1,0.3,0,0,0,0,30.692,15.346,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,13.372,6.686,1,0.2
0,0.03,0,0.3,1,0.3,0,0,0,0,43.2,21.6,0,0
0,0.03,0,0.3,0,0.03,0,0,0,0,23.456,11.728,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,65.64,32.82,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,1.652,0.826,0,0
0,0.03,0,0.3,0,0.03,0,0,0,0,52.408,26.204,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,6.208,3.104,0,0
0,0.03,0,0.3,1,0.3,0,0,0,0,12.892,6.446,1,0.2
0,0.03,1,26,0,0.03,0,0,1,50,5.808,2.904,0,0
0,0.03,1,26,0,0.03,0,0,1,50,21.56,10.78,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,188.324,94.162,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,37.404,18.702,1,0.2
0,0.03,1,26,0,0.03,0,0,0,0,46.556,23.278,1,0.2
0,0.03,1,26,0,0.03,0,0,0,0,126.78,63.39,0,0
0,0.03,1,26,0,0.03,0,0,0,0,35.12,17.56,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,44.916,22.458,1,0.2
0,0.03,0,0.3,1,0.3,0,0,0,0,40.404,20.202,1,0.2
0,0.03,1,26,0,0.03,0,0,0,0,4.8,2.4,0,0
0,0.03,0,0.3,0,0.03,0,0,0,0,5.9,2.95,0,0
0,0.03,1,26,0,0.03,0,0,0,0,7.3,3.65,0,0
0,0.03,0,0.3,1,0.3,0,0,0,0,41.52,20.76,1,0.2
0,0.03,1,26,0,0.03,0,0,0,0,11.62,5.81,0,0
0,0.03,0,0.3,0,0.03,0,0,0,0,18.2,9.1,0,0
0,0.03,0,0.3,0,0.03,0,0,0,0,48.088,24.044,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,8.136,4.068,0,0
0,0.03,0,0.3,0,0.03,0,0,0,0,2.916,1.458,1,0.2
0,0.03,1,26,0,0.03,0,0,0,0,2.216,1.108,0,0
0,0.03,0,0.3,0,0.03,0,0,0,0,49.84,24.92,1,0.2
0,0.03,0,0.3,1,0.3,0,0,0,0,53.672,26.836,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,14.384,7.192,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,230.152,115.076,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,102.876,51.438,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,1.712,0.856,1,0.2
0,0.03,1,26,0,0.03,0,0,0,0,49.196,24.598,1,0.2
0,0.03,0,0.3,1,0.3,0,0,0,0,59.236,29.618,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,267.236,133.618,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,97.636,48.818,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,19.408,9.704,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,32.94,16.47,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,11.932,5.966,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,9.496,4.748,0,0
0,0.03,0,0.3,0,0.03,0,0,0,0,67.908,33.954,1,0.2
0,0.03,0,0.3,1,0.3,0,0,0,0,7.7,3.85,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,11.02,5.51,1,0.2
0,0.03,1,26,0,0.03,0,0,0,0,21.468,10.734,0,0
0,0.03,0,0.3,0,0.03,0,0,0,0,127.252,63.626,0,0
0,0.03,0,0.3,0,0.03,0,0,0,0,26.824,13.412,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,24.644,12.322,1,0.2
0,0.03,0,0.3,2,0.6,0,0,0,0,25.024,12.512,1,0.2
0,0.03,0,0.3,2,0.6,0,0,0,0,64.836,32.418,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,2.108,1.054,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,2.796,1.398,0,0
0,0.03,0,0.3,0,0.03,0,0,0,0,13.388,6.694,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,28.4,14.2,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,3.332,1.666,1,0.2
0,0.03,0,0.3,0,0.03,1,50,1,50,3.476,1.738,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,39.528,19.764,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,74.004,37.002,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,8.884,4.442,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,32.112,16.056,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,6.672,3.336,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,39.788,19.894,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,30.864,15.432,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,79.252,39.626,1,0.2
0,0.03,0,0.3,1,0.3,0,0,0,0,65,32.5,1,0.2
0,0.03,1,26,0,0.03,2,100,2,100,81.804,40.902,1,0.2
0,0.03,0,0.3,1,0.3,0,0,0,0,74.836,37.418,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,2.42,1.21,1,0.2
0,0.03,1,26,0,0.03,3,150,3,150,89.744,44.872,0,0
0,0.03,0,0.3,1,0.3,0,0,0,0,92.764,46.382,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,22.576,11.288,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,46.856,23.428,1,0.2
0,0.03,0,0.3,1,0.3,0,0,1,50,101.412,50.706,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,1.608,0.804,0,0
0,0.03,0,0.3,0,0.03,0,0,0,0,104.54,52.27,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,21.772,10.886,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,110.556,55.278,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,21.62,10.81,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,80.312,40.156,1,0.2
0,0.03,1,26,0,0.03,1,50,1,50,22.12,11.06,0,0
0,0.03,0,0.3,0,0.03,0,0,2,100,9.116,4.558,1,0.2
0,0.03,1,26,0,0.03,0,0,0,0,2.284,1.142,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,0.464,0.232,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,6.616,3.308,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,6.868,3.434,1,0.2
0,0.03,0,0.3,0,0.03,0,0,0,0,9.104,4.552,1,0.2
